fid,SAMNumber,Name,Period,SiteType,Report,lon,lat
"2561",CD199     ,Cyrnau Long Hut                                                                                                                                       ,Medieval,Rectangular hut,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1655,"-3.85519853268964","52.1618347677583"
"2562",DE031     ,"The Mount, Abergele                                                                                                                                   ",Medieval,Mound,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=3317,"-3.58001783254404","53.2851854772084"
"2563",CD154,Abandoned Settlement 300m NE of Troed-y-Rhiw,Medieval,Deserted Rural Settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=3318,"-3.81223759230246","52.28063228167"
"2564",GM544     ,Burnt Mound North of Arthur's Stone                                                                                                                   ,Prehistoric,Burnt Mound,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1656,"-4.1817174854595","51.5964329391456"
"2565",RD188     ,Cwm-piban Platform House                                                                                                                              ,Medieval,Platform house,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1657,"-3.2579067601259","52.1358381771997"
"2566",GM543     ,Cefn Bryn Burnt Mound                                                                                                                                 ,Prehistoric,Burnt Mound,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1658,"-4.13896827772348","51.5823066304773"
"2567",BR276     ,Twyn Garreg Wen Cairn                                                                                                                                 ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1659,"-3.47553067325726","51.8404534609156"
"2568",CD200     ,Cors Blaen Cothi Deserted Rural Settlement                                                                                                            ,Medieval,Deserted Rural Settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1660,"-3.90019245569877","52.1237690323412"
"2569",DE262     ,Craig Arthur Kerb Cairn                                                                                                                               ,Prehistoric,Kerb Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1661,"-3.15926924432797","53.0152984607868"
"2570",DE261     ,Creigiau Eglwyseg Cairn                                                                                                                               ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1662,"-3.16081236932755","52.9920062127675"
"2571",DE264     ,Abersychnant Cairn                                                                                                                                    ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1663,"-3.1430411338971","53.0384802299457"
"2572",DE263     ,Two Cairns on Ruabon Mountain                                                                                                                         ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1664,"-3.14203778563776","53.0006195668394"
"2573",DE265     ,Cefn Coch Tumulus                                                                                                                                     ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1665,"-3.28389022692084","53.1021870197067"
"2574",DE269     ,Cefn y Cist Cairn                                                                                                                                     ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1666,"-3.13665178805367","53.0297233485651"
"2575",DE267     ,Craig-y-Forwyn Cairn                                                                                                                                  ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1667,"-3.1390444871403","53.0245994691131"
"2576",DE268     ,Penycae Cairn                                                                                                                                         ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1668,"-3.12886898060621","53.0248514594053"
"2577",DE270     ,Cryn-y-Brain Round Barrow                                                                                                                             ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1669,"-3.15245659831845","53.0302241446942"
"2578",DE271     ,Gribin Oernant Cairn                                                                                                                                  ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1670,"-3.22805663713213","53.0122475506295"
"2579",BR278     ,Waun y Gwair Cairn                                                                                                                                    ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1671,"-3.34013227222672","51.8014897617291"
"2580",BR279     ,Nant Morlais Hafod                                                                                                                                    ,Post Medieval/Modern,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1672,"-3.34992586965924","51.7974004417417"
"2581",BR280     ,Cwmhindda Deserted Rural Settlement                                                                                                                   ,Medieval,Platform house,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1673,"-3.4042070400769","52.1162594828848"
"2582",BR281     ,Hendy Long Hut                                                                                                                                        ,Post Medieval/Modern,Rectangular hut,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1674,"-3.37801565307447","52.1114299572456"
"2583",ME190     ,Afon Cynfal Deserted Rural Settlement                                                                                                                 ,Post Medieval/Modern,Rectangular hut settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1675,"-3.85970134302174","52.9546917336037"
"2584",ME191     ,Afon Goch Deserted Rural Settlement                                                                                                                   ,Post Medieval/Modern,Longhouse,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1676,"-3.85812347063054","52.9503593635308"
"2585",BR284     ,Nant y Gaseg long hut                                                                                                                                 ,Post Medieval/Modern,Rectangular hut,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1677,"-3.52541183088948","51.8694495986867"
"2586",BR285     ,Nant Mawr Round Cairn                                                                                                                                 ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1678,"-3.52145221637933","51.865931799454"
"2587",MG258     ,Llyn y Tarw ritual complex                                                                                                                            ,Prehistoric,Stone Circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1679,"-3.43932789095463","52.5673008538135"
"2588",MG256     ,Block Wood Round Barrow                                                                                                                               ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1680,"-3.24877998617503","52.468342841283"
"2589",MG257     ,Barrow west of Cae-Betin Wood                                                                                                                         ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1681,"-3.28838711366951","52.4691999971691"
"2590",MG260     ,Cefn Llydan Circle                                                                                                                                    ,Prehistoric,Stone Circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1682,"-3.39230453918979","52.5644468272973"
"2591",MG259     ,Llyn y Tarw Cairn                                                                                                                                     ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1683,"-3.44670968683573","52.5668218580352"
"2592",GM548     ,Chantry Acre medieval chapel                                                                                                                          ,Medieval,Chapel,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1684,"-4.05531934162541","51.5740648166069"
"2593",PE490     ,Tafarn-y-bwlch Deserted Rural Settlement                                                                                                              ,Post Medieval/Modern,Rectangular hut,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1685,"-4.79723345231664","51.9696065869623"
"2594",MG262     ,Croes y Forwyn cairns                                                                                                                                 ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1686,"-3.44295371487982","52.7721627633813"
"2595",MG261     ,Pen y Groes Uchaf Cairn                                                                                                                               ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1688,"-3.42997996387274","52.5743572881193"
"2596",DE063     ,Moel Gyw Round Barrow                                                                                                                                 ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2315,"-3.23917996728858","53.1086247966879"
"2597",RD189     ,Red Hill Bronze Age Barrows                                                                                                                           ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1689,"-3.15202878602055","52.2654564875804"
"2598",RD190     ,Bronze Age Round Barrows on Whinyard Rocks                                                                                                            ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1690,"-3.16048742882073","52.2614765277794"
"2599",BR290     ,Tir-cyd Deserted Rural Settlement                                                                                                                     ,Medieval,Deserted Rural Settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1691,"-3.560801073884","52.0274225033732"
"2600",DE065     ,Cyrn y Brain Round Barrows                                                                                                                            ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2316,"-3.17904789787303","53.0343360518015"
"2601",RD191     ,The Whimble Barrow                                                                                                                                    ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1692,"-3.16589696602492","52.2561786383"
"2602",DE273     ,Maes Merddyn Ring Cairn                                                                                                                               ,Prehistoric,Ring Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1693,"-3.70443085323881","53.0766914063439"
"2603",DE274     ,Garw Fynydd Cairn                                                                                                                                     ,Prehistoric,Platform Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1694,"-3.41342853790304","53.0479080715186"
"2604",DE275     ,Moel Rhiwlug Cist Cairn                                                                                                                               ,Prehistoric,Kerb Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1695,"-3.66965560200137","53.082388087486"
"2605",MG267     ,Domen Glw Cairn                                                                                                                                       ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1696,"-3.60907826715711","52.423302361832"
"2606",CD201     ,Blaen Cwmsymlog Lead and Silver Mine                                                                                                                  ,Post Medieval/Modern,Lead Mine,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1697,"-3.90620994120867","52.4367606860672"
"2607",MM296     ,Blaenavon Upper Brick Yard                                                                                                                            ,Post Medieval/Modern,Quarry,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1698,"-3.08716651938775","51.7809004691419"
"2608",GM553     ,"The Wreck of the ""Louisa""                                                                                                                             ",Post Medieval/Modern,Boat,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1699,"-3.17954527973047","51.4592219079449"
"2609",CN241     ,Huts and Enclosures above Ceunant y Ddol                                                                                                              ,Prehistoric,Enclosed hut circle settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1700,"-4.16333055089658","52.9914857658637"
"2610",BR002     ,Ffostyll Long Barrows                                                                                                                                 ,Neolithic,Chambered long barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1701,"-3.19756524620205","52.0065678996917"
"2611",BR004,Brecon Bridge,Post Medieval/Modern,Bridge,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1702,"-3.39374288670407","51.9475794658341"
"2612",BR005,Crickhowell Bridge,Post Medieval/Modern,Bridge,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1703,"-3.14216995712472","51.8564181340411"
"2613",BR006     ,Ty-Isaf Long Barrow                                                                                                                                   ,Prehistoric,Chambered long barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1704,"-3.19182473811137","51.9539758011405"
"2614",BR008,Castell Bronllys,Medieval,Castle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1705,"-3.24073419779351","52.0044346277733"
"2615",BR012,Pen-y-Wyrlod Long Barrow,Prehistoric,Chambered long barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1706,"-3.13195174550829","52.0517641274136"
"2616",BR013     ,Mynydd Troed Long Barrow                                                                                                                              ,Prehistoric,Long Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1707,"-3.22174833932659","51.947805474288"
"2617",BR014     ,Tretower Castle                                                                                                                                       ,Medieval,Castle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1708,"-3.18560406973497","51.8839371843873"
"2618",BR022,Brecon Castle,Medieval,Motte and Bailey,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1709,"-3.39383821676443","51.9494381221647"
"2619",BR026,Trecastle Mound and Bailey Castle,Medieval,Motte and Bailey,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1710,"-3.62743252930968","51.9494660387692"
"2620",BR038,Slwch Camp,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1711,"-3.37455193384767","51.9462077965622"
"2621",BR039     ,Western Camp                                                                                                                                          ,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1712,"-3.29627325956053","51.9853342051566"
"2622",BR040     ,Llanfilo Camp                                                                                                                                         ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1713,"-3.29178532562462","51.9859355097402"
"2623",BR042     ,Coed Fenni-Fach Camp                                                                                                                                  ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1714,"-3.43628244942738","51.954761750177"
"2624",BR047     ,Porthamel Tower                                                                                                                                       ,Medieval,Tower,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1715,"-3.22590961047053","52.0087659303912"
"2625",BR045     ,Alexanderstone Mound and Bailey Castle                                                                                                                ,Medieval,Motte and Bailey,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1716,"-3.35074791149458","51.9614419149877"
"2626",BR046     ,Castle Mound 800m NNW of Ty'n-y-Caeau                                                                                                                 ,Medieval,Motte,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1717,"-3.35450648009887","51.9560679505506"
"2627",BR048     ,Round Barrow 400m S of Church                                                                                                                         ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1718,"-3.26833010491744","52.0308172899409"
"2628",BR050     ,Moated Site E of Pont-y-Bat Wood                                                                                                                      ,Medieval,Moated Site,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1719,"-3.29500656461633","52.0021915991159"
"2629",BR041     ,Oaklands Moated Site                                                                                                                                  ,Medieval,Moated Site,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1720,"-3.34735025830164","51.9792467186062"
"2630",BR053     ,Gaer Fach                                                                                                                                             ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1721,"-3.44530872697776","52.0192994837528"
"2631",BR054,Twmpan Castle Mound,Medieval,Motte,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1722,"-3.27277454788576","51.9228300070434"
"2632",BR056     ,Hen Castell                                                                                                                                           ,Medieval,Moated Site,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1723,"-3.14398774826654","51.8421868253956"
"2633",BR057     ,Llanddew Castle                                                                                                                                       ,Medieval,Castle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1724,"-3.37631080657974","51.9676526485873"
"2634",BR061     ,Coed Cefn hillfort                                                                                                                                    ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1725,"-3.12227909461814","51.8606087733118"
"2635",BR063     ,Pen-y-Crug                                                                                                                                            ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1726,"-3.41423635006244","51.9632908439968"
"2636",BR065     ,Saith-Maen Standing Stones                                                                                                                            ,Bronze Age,Stone Row,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1727,"-3.5398057846064","52.2310086318088"
"2637",BR066     ,Pen-y-Garn-Goch Long Barrow                                                                                                                           ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1728,"-3.63095450550785","52.1395061815399"
"2638",BR059     ,Mynydd Llangorse Cairn                                                                                                                                ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1729,"-3.21473956897184","51.9273927899688"
"2639",BR060     ,Ffawyddog Gaer                                                                                                                                        ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1730,"-3.16932467183502","51.8587580416427"
"2640",BR071,Cerrig Duon Stone Circle,Prehistoric,Stone Circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1731,"-3.66986255978148","51.8723362046856"
"2641",BR072,Saith Maen,Prehistoric,Stone Alignment,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1732,"-3.69484650620163","51.8249399861685"
"2642",BR074     ,Section of Road NE of Coelbren Fort                                                                                                                   ,Roman,Road,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1733,"-3.64377875854913","51.7868370935484"
"2643",BR076     ,Hay Castle                                                                                                                                            ,Medieval,Castle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1734,"-3.12572532841867","52.0737010692965"
"2644",BR080     ,Great House Mound & Bailey Castle                                                                                                                     ,Medieval,Motte and Bailey,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1735,"-3.20855253568726","52.0348087053258"
"2645",BR085     ,Llyswen Camp                                                                                                                                          ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1736,"-3.27335599112523","52.0326923531671"
"2646",BR083     ,Trefecca Castle Mound                                                                                                                                 ,Medieval,Motte,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1737,"-3.25098669515336","51.9827006673987"
"2647",BR086,Standing Stone E of Llangoed Wood,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1738,"-3.28039985469425","52.0476483484056"
"2648",BR087     ,Trefecca Fawr Garden Earthworks                                                                                                   ,Medieval,Fishpond,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1739,"-3.24937777465079","51.9778420158246"
"2649",BR089,Earthworks SW of Church,Medieval,Earthwork (unclassified),http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1740,"-3.5130493238881","52.1892644033576"
"2650",BR102     ,Round Barrows 2400m WNW of Drover's Arms                                                                                                              ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1748,"-3.51869696896496","52.1061487702338"
"2651",BR104     ,Round Cairn 800m SW of Gwar-y-Felin                                                                                                                   ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1749,"-3.56708474744507","52.0023906253658"
"2652",BR105     ,Twyn Cerrig-Cadarn Round Cairn                                                                                                                        ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1750,"-3.53511952350689","52.035468257707"
"2653",BR109     ,Inscribed Stone in Church                                                                                                                             ,Early Medieval,Inscribed Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1751,"-3.19252181279856","51.9070334020227"
"2654",BR107     ,Garn Wen Round Cairn                                                                                                                                  ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1752,"-3.63749292705735","52.0180287467739"
"2655",MM068     ,Standing Stone 252m South of Bencroft Lane                                                                                                            ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2974,"-2.80214034533554","51.5859626611504"
"2656",BR108     ,Round Cairn S of Bryn Melin                                                                                                                           ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1753,"-3.62109741779331","52.0191304832721"
"2657",BR111,Crickhowell Castle,Medieval,Castle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1754,"-3.13764382201641","51.857240569989"
"2658",BR112     ,Llwyn-y-Fedwen Standing Stone                                                                                                                         ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1755,"-3.2271536531796","51.8756706311525"
"2659",BR113     ,Cwrt-y-Gollen Standing Stone                                                                                                                          ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1756,"-3.11555352581556","51.8450677208423"
"2660",BR119     ,Twyn-y-Beddau Round Barrow                                                                                                                            ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1757,"-3.10736187392759","52.040668510882"
"2661",BR120     ,Cross-Slab in Church                                                                                                                                  ,Early Medieval,Cross-marked stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1758,"-3.40791727275737","51.9815334547117"
"2662",BR121     ,Cross-Slab in Churchyard                                                                                                                              ,Early Medieval,Cross-marked stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1759,"-3.43894375056007","51.9433354444805"
"2663",BR122     ,Cross-Slab in Church                                                                                                                                  ,Early Medieval,Cross,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1760,"-3.32569589770524","51.9289785862016"
"2664",BR126,"Castell-Du, Sennybridge",Medieval,Castle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1761,"-3.57305839706424","51.9435808622697"
"2665",BR127     ,Cilwhybert Castle Mound                                                                                                                               ,Medieval,Motte,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1762,"-3.43489036673639","51.9309107518716"
"2666",BR128     ,Crug Hywel Camp                                                                                                                                       ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1763,"-3.12649562433645","51.8792154239718"
"2667",BR129     ,Pen Trumau Round Cairns                                                                                                                               ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1764,"-3.16936093063255","51.955328684611"
"2668",BR124     ,Bwlch Round Cairn                                                                                                                                     ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1765,"-3.23010557883617","51.8983051164589"
"2669",BR125     ,Cefn Moel Round Barrows                                                                                                                               ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1766,"-3.22805280373786","51.9055048219517"
"2670",BR134     ,Cefn Esgair-Carnau Round Cairns                                                                                                                       ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1767,"-3.4892402037927","51.8107171346497"
"2671",BR132     ,Cambrian Factory Standing Stone                                                                                                                       ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1768,"-3.62981849435866","52.114078414332"
"2672",BR133     ,Penmyarth Standing Stone                                                                                                                              ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1769,"-3.18825471793946","51.8713142181548"
"2673",BR138     ,Battle Standing Stone                                                                                                                                 ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1770,"-3.44777040516086","51.9652930360967"
"2674",BR135     ,Cader Fawr Round Cairn                                                                                                                                ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1771,"-3.48442083336039","51.7991858517176"
"2675",BR140     ,Gileston Standing Stone                                                                                                                               ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1772,"-3.28534082185386","51.9051812017001"
"2676",BR144     ,Gwern-Wyddog Standing Stone                                                                                                                           ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1773,"-3.69874202996166","51.9413751192917"
"2677",BR142,Mynydd Bach-Trecastell Round Cairn,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1774,"-3.7022599614136","51.9650548114948"
"2678",BR143     ,Hirllwyn Camp                                                                                                                                         ,Medieval,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1775,"-3.62115680297045","52.030804719066"
"2679",BR145     ,Nant Crew Inscribed Stone (now in Cefn Coed Church)                                                                                                   ,Early Medieval,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1776,"-3.40349472449719","51.7629453530455"
"2680",BR146,Tretower Barn,Medieval,Barn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1777,"-3.18359722675835","51.8832837919803"
"2681",BR147     ,Tower Hill Round Barrow                                                                                                                               ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1778,"-3.46629621522773","52.1550436434794"
"2682",BR152     ,Llanfilo Moated Site                                                                                                                                  ,Medieval,Moated Site,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1779,"-3.2842972480035","51.98432408701"
"2683",BR153,Allt yr Esgair Camp,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1780,"-3.2724856109566","51.9121363629612"
"2684",BR154     ,Plas-y-Gaer Camp                                                                                                                                      ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1781,"-3.40753038109435","51.9119261495192"
"2685",BR155     ,Castell Madoc Ringwork                                                                                                                                ,Medieval,Motte,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1782,"-3.42189550819737","52.0231210581284"
"2686",BR149     ,Banc Paderau Round Cairn                                                                                                                              ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1783,"-3.64478615849084","52.1591625517317"
"2687",BR151     ,Coed y Caerau Camp                                                                                                                                    ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1784,"-3.35442460026823","51.906656043615"
"2688",BR160     ,Iron Furnace SW of Clydach                                                                                                                            ,Post Medieval/Modern,Ironworks,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1785,"-3.114846450759","51.8179331769402"
"2689",BR157     ,Site of Hirwaun Ironworks                                                                                                                             ,Post Medieval/Modern,Ironworks,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1786,"-3.51172185936851","51.7414593941664"
"2690",BR158,Crannog in Llangorse Lake,Early Medieval,Crannog,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1787,"-3.26857473297303","51.9337140033914"
"2691",BR161     ,Clydach Ironworks (remains) and Smart's Bridge                                                                                                        ,Post Medieval/Modern,Ironworks,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1788,"-3.11960958633088","51.8125192588046"
